source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,669,M7_compact_weather_ridge,29.3,31.127038104876224,S139,16,2026-05-10 16:00:00+08:00,2026-05-10,time_block,time_block_04,-1.8270381048762232,1.8270381048762232,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,12,M7_compact_weather_ridge,29.8,31.117446641377363,S124,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S124,-1.3174466413773622,1.3174466413773622,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1284,M4_inertia_ridge,30.8,31.113576876484657,S149,11,2026-05-10 11:00:00+08:00,2026-05-10,loso,S149,-0.3135768764846567,0.3135768764846567,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1314,M4_inertia_ridge,30.0,31.108922240026768,S150,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S150,-1.108922240026768,1.108922240026768,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1189,M7_compact_weather_ridge,30.9,31.105070610884777,S148,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.2050706108847784,0.2050706108847784,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1251,M7_compact_weather_ridge,30.8,31.105070610884777,S149,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.30507061088477627,0.30507061088477627,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1313,M4_inertia_ridge,30.9,31.09738132130707,S150,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.19738132130706987,0.19738132130706987,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,632,M7_compact_weather_ridge,29.6,31.08907307762028,S139,14,2026-05-07 14:00:00+08:00,2026-05-07,time_block,time_block_01,-1.4890730776202794,1.4890730776202794,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1190,M7_compact_weather_ridge,30.2,31.088190815701463,S148,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S148,-0.8881908157014635,0.8881908157014635,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,11,M7_compact_weather_ridge,30.4,31.08382302738314,S124,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.6838230273831414,0.6838230273831414,False,True,False,False,false_alarm,30-31,31-32
